file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Despatie/Alexandre_Despatie_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aaron_Patterson/Aaron_Patterson_0001.jpg,No,1.2813,-1.2813,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Bin_Hussein/Ali_Bin_Hussein_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_Moreno/Alfredo_Moreno_0001.jpg,No,1.2181,-1.2181,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrzej_Tyszkiewicz/Andrzej_Tyszkiewicz_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akiko_Morigami/Akiko_Morigami_0001.jpg,No,1.4494,-1.4494,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Trillanes/Antonio_Trillanes_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allyson_Felix/Allyson_Felix_0005.jpg,No,1.4568,-1.4568,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Graves/Andy_Graves_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aaron_Patterson/Aaron_Patterson_0001.jpg,No,1.4667,-1.4667,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annika_Sorenstam/Annika_Sorenstam_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Caldecott/Andrew_Caldecott_0001.jpg,No,1.2699,-1.2699,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Cabrera/Alex_Cabrera_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_di_Stefano/Alfredo_di_Stefano_0001.jpg,No,0.8882,-0.8882,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Rackauckas/Anthony_Rackauckas_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arthur_Johnson/Arthur_Johnson_0001.jpg,No,1.5318,-1.5318,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Art_Hoffmann/Art_Hoffmann_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Techine/Andre_Techine_0001.jpg,No,1.4254,-1.4254,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augustin_Calleri/Augustin_Calleri_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Griggs/Andy_Griggs_0001.jpg,No,1.4918,-1.4918,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annika_Sorenstam/Annika_Sorenstam_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0007.jpg,No,1.3449,-1.3449,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelica_Romero/Angelica_Romero_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexander_Rumyantsev/Alexander_Rumyantsev_0001.jpg,No,1.5732,-1.5732,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antanas_Valionis/Antanas_Valionis_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,No,0.8293,-0.8293,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pico/Anthony_Pico_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alastair_Johnston/Alastair_Johnston_0001.jpg,No,1.2313,-1.2313,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashlea_Talbot/Ashlea_Talbot_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah/Abdullah_0004.jpg,No,1.4268,-1.4268,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Atchugarry/Alejandro_Atchugarry_0002.jpg,No,1.3401,-1.3401,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrien_Brody/Adrien_Brody_0012.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Pujols/Albert_Pujols_0001.jpg,No,1.4799,-1.4799,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annie_Chaplin/Annie_Chaplin_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,No,1.2609,-1.2609,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Gonzales/Alberto_Gonzales_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah/Abdullah_0004.jpg,No,1.3474,-1.3474,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alma_Powell/Alma_Powell_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aishwarya_Rai/Aishwarya_Rai_0001.jpg,No,1.5962,-1.5962,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Bernardo/Antonio_Bernardo_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Fernandez/Adrian_Fernandez_0001.jpg,No,1.1524,-1.1524,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anzori_Kikalishvili/Anzori_Kikalishvili_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amram_Mitzna/Amram_Mitzna_0002.jpg,No,1.2013,-1.2013,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Tang_Kwong-wing/Alan_Tang_Kwong-wing_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Sordi/Alberto_Sordi_0001.jpg,No,1.1685,-1.1685,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Pacino/Al_Pacino_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anita_DeFrantz/Anita_DeFrantz_0001.jpg,No,1.0242,-1.0242,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amanda_Beard/Amanda_Beard_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anita_DeFrantz/Anita_DeFrantz_0001.jpg,No,1.0096,-1.0096,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Weissmann/Andrew_Weissmann_0003.jpg,No,1.1477,-1.1477,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amr_Moussa/Amr_Moussa_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,No,1.1262,-1.1262,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Shutley/Andrew_Shutley_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,No,1.1382,-1.1382,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Garcia/Andy_Garcia_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aaron_Guiel/Aaron_Guiel_0001.jpg,No,0.9817,-0.9817,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Fauci/Anthony_Fauci_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allison_Janney/Allison_Janney_0002.jpg,No,1.2885,-1.2885,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Bernardo/Antonio_Bernardo_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullatif_Sener/Abdullatif_Sener_0002.jpg,No,0.966,-0.966,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Morgan/Ann_Morgan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Garcia/Andy_Garcia_0001.jpg,No,1.0398,-1.0398,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Betancourt/Astrid_Betancourt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Gore/Al_Gore_0008.jpg,No,1.3838,-1.3838,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Rich/Adam_Rich_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alecos_Markides/Alecos_Markides_0001.jpg,No,1.0207,-1.0207,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Techine/Andre_Techine_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,No,1.169,-1.169,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asmaa_Assad/Asmaa_Assad_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pico/Anthony_Pico_0001.jpg,No,1.2016,-1.2016,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Lange/Andre_Lange_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelo_Genova/Angelo_Genova_0001.jpg,No,1.2792,-1.2792,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Ahmeti/Ali_Ahmeti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abner_Martinez/Abner_Martinez_0001.jpg,No,1.0669,-1.0669,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Ahmeti/Ali_Ahmeti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Sordi/Alberto_Sordi_0001.jpg,No,1.1104,-1.1104,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Ahmeti/Ali_Ahmeti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmet_Demir/Ahmet_Demir_0001.jpg,No,1.3543,-1.3543,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Lembo/Alejandro_Lembo_0001.jpg,No,1.3697,-1.3697,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashley_Judd/Ashley_Judd_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aldo_Paredes/Aldo_Paredes_0001.jpg,No,1.185,-1.185,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrea_Kiser/Andrea_Kiser_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Montanes/Albert_Montanes_0001.jpg,No,0.9433,-0.9433,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Garotinho/Anthony_Garotinho_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Vinokourov/Alexandre_Vinokourov_0001.jpg,No,1.454,-1.454,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aron_Ralston/Aron_Ralston_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Mulally/Alan_Mulally_0002.jpg,No,1.4844,-1.4844,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Abdullah_Saleh/Ali_Abdullah_Saleh_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandra_Pelosi/Alexandra_Pelosi_0001.jpg,No,1.4158,-1.4158,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Mazur/Anthony_Mazur_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alanis_Morissette/Alanis_Morissette_0001.jpg,No,1.3378,-1.3378,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashley_Judd/Ashley_Judd_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Perez/Andy_Perez_0001.jpg,No,1.0697,-1.0697,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anna_Faris/Anna_Faris_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/AJ_Cook/AJ_Cook_0001.jpg,No,1.4998,-1.4998,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Fauci/Anthony_Fauci_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Lembo/Alejandro_Lembo_0001.jpg,No,1.5815,-1.5815,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Art_Howe/Art_Howe_0004.jpg,No,1.052,-1.052,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Almeida_Baptista/Almeida_Baptista_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anja_Paerson/Anja_Paerson_0001.jpg,No,1.0935,-1.0935,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Mair/Adam_Mair_0001.jpg,No,1.0394,-1.0394,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Avril_Lavigne/Avril_Lavigne_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Art_Hoffmann/Art_Hoffmann_0001.jpg,No,1.3718,-1.3718,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Naimi/Ali_Naimi_0006.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Mulally/Alan_Mulally_0002.jpg,No,1.4243,-1.4243,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Betancourt/Astrid_Betancourt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anette_Hosoi/Anette_Hosoi_0001.jpg,No,1.1745,-1.1745,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ataollah_Mohajerani/Ataollah_Mohajerani_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0001.jpg,No,1.0397,-1.0397,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Caldecott/Andrew_Caldecott_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,No,1.3252,-1.3252,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Asa_Hutchinson/Asa_Hutchinson_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anna_Faris/Anna_Faris_0001.jpg,No,1.1839,-1.1839,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Godbehere/Ann_Godbehere_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Noboa/Alvaro_Noboa_0003.jpg,No,1.4464,-1.4464,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aparna_Pillai/Aparna_Pillai_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angel_Lockward/Angel_Lockward_0001.jpg,No,1.162,-1.162,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ambrose_Lee/Ambrose_Lee_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Vinokourov/Alexandre_Vinokourov_0001.jpg,No,1.4123,-1.4123,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashanti/Ashanti_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnes_Bruckner/Agnes_Bruckner_0001.jpg,No,1.0509,-1.0509,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Tang_Kwong-wing/Alan_Tang_Kwong-wing_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,No,1.226,-1.226,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Betancourt/Astrid_Betancourt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_di_Stefano/Alfredo_di_Stefano_0001.jpg,No,1.2966,-1.2966,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amporn_Falise/Amporn_Falise_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_North/Andy_North_0001.jpg,No,1.407,-1.407,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Fallahian/Ali_Fallahian_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anastasia_Kelesidou/Anastasia_Kelesidou_0001.jpg,No,1.4172,-1.4172,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alison_Krauss/Alison_Krauss_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrianna_Zuzic/Adrianna_Zuzic_0001.jpg,No,1.4464,-1.4464,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrei_Konchalovsky/Andrei_Konchalovsky_0001.jpg,No,1.2651,-1.2651,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Askar_Akayev/Askar_Akayev_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andres_Manuel_Lopez_Obrador/Andres_Manuel_Lopez_Obrador_0001.jpg,No,1.1545,-1.1545,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akiko_Morigami/Akiko_Morigami_0001.jpg,No,1.2791,-1.2791,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annika_Sorenstam/Annika_Sorenstam_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Trammell/Alan_Trammell_0001.jpg,No,1.3549,-1.3549,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Donovan/Anne_Donovan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amber_Frey/Amber_Frey_0001.jpg,No,1.37,-1.37,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Sandler/Adam_Sandler_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexander_Losyukov/Alexander_Losyukov_0004.jpg,No,1.4475,-1.4475,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Askar_Akayev/Askar_Akayev_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Leiter/Al_Leiter_0001.jpg,No,1.112,-1.112,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexander_Losyukov/Alexander_Losyukov_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Penelas/Alex_Penelas_0002.jpg,No,1.5012,-1.5012,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alina_Kabaeva/Alina_Kabaeva_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Graves/Andy_Graves_0001.jpg,No,1.2473,-1.2473,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ari_Fleischer/Ari_Fleischer_0013.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aly_Wagner/Aly_Wagner_0001.jpg,No,0.925,-0.925,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anette_Hosoi/Anette_Hosoi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Ball/Alan_Ball_0002.jpg,No,0.9527,-0.9527,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ari_Bousbib/Ari_Bousbib_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anja_Paerson/Anja_Paerson_0001.jpg,No,1.1358,-1.1358,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Perez/Andy_Perez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Fernandez/Adrian_Fernandez_0001.jpg,No,1.3051,-1.3051,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrei_Nikolishin/Andrei_Nikolishin_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Ball/Alan_Ball_0002.jpg,No,0.9165,-0.9165,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Fallahian/Ali_Fallahian_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Gonzales/Alberto_Gonzales_0001.jpg,No,1.0826,-1.0826,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Bunner/Andrew_Bunner_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0036.jpg,No,1.0691,-1.0691,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anderson_Varejao/Anderson_Varejao_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akmal_Taher/Akmal_Taher_0001.jpg,No,1.3585,-1.3585,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Austin_Kearns/Austin_Kearns_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandre_Daigle/Alexandre_Daigle_0001.jpg,No,1.2314,-1.2314,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Bernardo/Antonio_Bernardo_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Palacio/Ana_Palacio_0006.jpg,No,1.0305,-1.0305,0,Yes
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aby_Har-Even/Aby_Har-Even_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfonso_Portillo/Alfonso_Portillo_0001.jpg,No,1.2634,-1.2634,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,No,1.5199,-1.5199,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amr_Moussa/Amr_Moussa_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Bassett/Angela_Bassett_0004.jpg,No,1.4527,-1.4527,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Eyzaguirre/Astrid_Eyzaguirre_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anita_DeFrantz/Anita_DeFrantz_0001.jpg,No,1.3307,-1.3307,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annette_Bening/Annette_Bening_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,No,1.52,-1.52,0,No
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Niccol/Andrew_Niccol_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_North/Andy_North_0001.jpg,No,1.4787,-1.4787,0,No
