file_x,file_y,decision,distance_l2,distance_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2688790639,816837768_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2101482121,3842998389_align.jpg",Yes,1.2052,-1.2052
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/4215878332,238334049_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/648796224,4231511194_align.jpg",Yes,0.6067,-0.6067
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/608516800,1483489968_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1113162425,1701446421_align.jpg",Yes,1.3638,-1.3638
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2761189405,3243263844_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3439783297,1760984367_align.jpg",Yes,0.9879,-0.9879
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2262200152,2871412818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3699105959,3947895150_align.jpg",Yes,1.0861,-1.0861
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/1767876851,2569890682_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/404384874,2927087332_align.jpg",Yes,1.3227,-1.3227
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/31001618,3406161843_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/4008499245,2713627869_align.jpg",Yes,0.5536,-0.5536
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4030119330,1182691566_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3653981316,212870790_align.jpg",Yes,1.4265,-1.4265
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/1790684520,3599235563_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/2255558941,2998531354_align.jpg",Yes,0.9391,-0.9391
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/3848319096,3191595648_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/1779971635,518063165_align.jpg",Yes,1.4592,-1.4592
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1492350517,3086352780_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/956133445,893210036_align.jpg",Yes,1.327,-1.327
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/2671140737,1620723035_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/487026106,1772375341_align.jpg",Yes,0.9931,-0.9931
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/1290797455,501898207_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/2377847403,660279657_align.jpg",Yes,1.0288,-1.0288
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/1383237023,2439617058_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7187/2773757319,611182254_align.jpg",Yes,1.3896,-1.3896
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4084409137,670357902_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2331613364,2386608069_align.jpg",Yes,0.6571,-0.6571
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4822/4253138214,3266198555_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4822/3866867599,2306460809_align.jpg",Yes,0.6684,-0.6684
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3308250194,3736521374_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1523525764,561871758_align.jpg",Yes,1.2423,-1.2423
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/4261739602,1524599992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3808854972,1569882323_align.jpg",Yes,1.3819,-1.3819
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/386119042,3446175731_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2722140410,2155160248_align.jpg",Yes,1.3785,-1.3785
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/2073602920,2781748960_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3094637115,557993489_align.jpg",Yes,1.3408,-1.3408
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3293287101,3031879683_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1219520331,2212758601_align.jpg",Yes,0.8834,-0.8834
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7064/868741185,1033147229_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7064/2528819750,1619776932_align.jpg",Yes,1.2111,-1.2111
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12269/1102498928,4019423789_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12269/833062091,2115808502_align.jpg",Yes,0.9359,-0.9359
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/3364685672,1102537969_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/3963686913,2976517438_align.jpg",Yes,1.6262,-1.6262
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3200052668,3139890004_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/182537725,27527356_align.jpg",Yes,1.4393,-1.4393
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/ca1349540923dd5493f94edcd009b3de9d8248f8.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1636500795,475573617_align.jpg",Yes,1.5013,-1.5013
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/473309037,3575833106_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3939129017,1154463439_align.jpg",Yes,0.752,-0.752
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/1693949489,3067188141_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2454813529,4271724472_align.jpg",Yes,1.5116,-1.5116
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/493516421,3029502698_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/2017183938,645472559_align.jpg",Yes,0.968,-0.968
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2779/320508207,173927546_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2779/3c2c4bfbf1889d526d22eb9d.jpg_align.jpg,Yes,0.6504,-0.6504
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/297650677,1195466258_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/3005137206,1074450320_align.jpg",Yes,0.9633,-0.9633
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2142635164,4151142295_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1132279414,2539776250_align.jpg",Yes,1.0007,-1.0007
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2675010932,1716040946_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/275916066,3873760998_align.jpg",Yes,1.5858,-1.5858
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/3699705472,2635526501_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1711845477,1150173199_align.jpg",Yes,0.6661,-0.6661
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/3305156451,3953233841_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/1734792781,432865347_align.jpg",Yes,1.5954,-1.5954
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2934656868,1048460246_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2166297266,2604506356_align.jpg",Yes,0.7015,-0.7015
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2217229332,3935755392_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2596962310,3022202560_align.jpg",Yes,1.4914,-1.4914
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4146848115,341262423_align.jpg",Yes,0.4538,-0.4538
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/2868046573,3758151866_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/1016248123,4250198159_align.jpg",Yes,0.7673,-0.7673
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2553365365,925661083_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2948152208,3353581858_align.jpg",Yes,1.3344,-1.3344
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1336222322,2980163316_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/644909792,3977952252_align.jpg",Yes,1.4699,-1.4699
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/2784021567,3064593076_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/2433445767,1665990650_align.jpg",Yes,1.3733,-1.3733
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/583114889,3253739874_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/2660196790,2813043340_align.jpg",Yes,0.6373,-0.6373
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/1356619218,3745796401_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3597565262,1389044349_align.jpg",Yes,0.6337,-0.6337
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/1453403892,4093977162_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/2606238243,3682045216_align.jpg",Yes,0.8042,-0.8042
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1102017739,3274298962_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1893177422,2552916842_align.jpg",Yes,0.5753,-0.5753
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1636390629,548096281_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/730444665,2409421425_align.jpg",Yes,0.8415,-0.8415
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/4097477814,564829484_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/4099001839,3078307330_align.jpg",Yes,0.7099,-0.7099
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/3190277819,3380335850_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/4202588435,1711652231_align.jpg",Yes,1.5098,-1.5098
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1796278708,1319467279_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1153005231,3404672455_align.jpg",Yes,0.6514,-0.6514
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/1767876851,2569890682_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2685/1318225549,188254768_align.jpg",Yes,1.1232,-1.1232
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2466383949,2452816096_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2655043796,3536280684_align.jpg",Yes,1.063,-1.063
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4861/3233683179,4059929877_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4861/966aca076f1395807a894713.jpg_align.jpg,Yes,1.0528,-1.0528
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/388143910,69211119_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/134203944,1888567596_align.jpg",Yes,1.0668,-1.0668
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2423/1752893356,1836628182_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2423/ae51f3deb48f8c5400c30c6439292df5e0fe7f6d.jpg_align.jpg,Yes,1.4785,-1.4785
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/2396314338,1054044513_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1202680543,928089282_align.jpg",Yes,1.4541,-1.4541
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1409783666,3866098297_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/512296553,2791719665_align.jpg",Yes,0.7629,-0.7629
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/3234453196,958356924_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/268246295,2587591186_align.jpg",Yes,0.6642,-0.6642
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/3909933886,3581160932_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/3561439061,2614514661_align.jpg",Yes,0.8524,-0.8524
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1131/834544567,382214040_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1131/1403724134,2550401947_align.jpg",Yes,1.5057,-1.5057
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/1845443142,1222018446_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/962491744,2978160318_align.jpg",Yes,0.7092,-0.7092
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/32102006,150964000_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d52a2834349b033b2c9d146e14ce36d3d539bd69.jpg_align.jpg,Yes,0.7949,-0.7949
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/2253790345,2827019957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/1818853900,2571933405_align.jpg",Yes,0.4965,-0.4965
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/2961940407,786106778_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/2836643411,2901693321_align.jpg",Yes,0.6572,-0.6572
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/255069979,2487984800_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/faedab64034f78f0e3464d3279310a55b2191ca5.jpg_align.jpg,Yes,0.7948,-0.7948
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1826465968,3444532927_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2041294038,1925078558_align.jpg",Yes,0.9064,-0.9064
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/3078078604,1665236934_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/3829583497,3883977667_align.jpg",Yes,0.753,-0.753
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/1286830423,3020051092_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/705113485,1054246160_align.jpg",Yes,1.2854,-1.2854
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/640879286,3644133419_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4112572194,1404622604_align.jpg",Yes,1.5147,-1.5147
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3029263994,2285946900_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1674923015,1657450620_align.jpg",Yes,0.7582,-0.7582
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2142635164,4151142295_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2275194724,2846749303_align.jpg",Yes,1.0148,-1.0148
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/3059506299,3727221279_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/4008499245,2713627869_align.jpg",Yes,1.4191,-1.4191
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/539274262,902661734_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/3627804167,17148627_align.jpg",Yes,0.9474,-0.9474
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4217562711,2500128778_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1047749439,2214915748_align.jpg",Yes,0.7599,-0.7599
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/4213394,2925185205_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2242817247,2512153629_align.jpg",Yes,0.8656,-0.8656
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/1719569283,2058926122_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/3629250230,642101538_align.jpg",Yes,1.349,-1.349
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2239415429,834916437_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3272627908,497247997_align.jpg",Yes,1.5066,-1.5066
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/2117782619,116975348_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/4021898388,1786444406_align.jpg",Yes,0.8471,-0.8471
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/967934047,1525178454_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/3581633556,1827505825_align.jpg",Yes,1.1488,-1.1488
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/4001610053,570383015_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/3331375528,1998196126_align.jpg",Yes,1.3476,-1.3476
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4058988468,1666307733_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4237543865,2572597128_align.jpg",Yes,1.2604,-1.2604
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6722/3355743939,3048152970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6722/3934650160,3231140135_align.jpg",Yes,0.6899,-0.6899
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/3604225281,2082452539_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/3965772344,4000433139_align.jpg",Yes,0.5748,-0.5748
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/600137703,677760228_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/58337448,1015323562_align.jpg",Yes,1.4783,-1.4783
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/1205420738,2015010915_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/3676138973,2491183093_align.jpg",Yes,0.9507,-0.9507
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/4109303565,3942720008_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/4177165642,2816660351_align.jpg",Yes,1.514,-1.514
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/582374279,1408702851_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/642710652,997000443_align.jpg",Yes,1.4362,-1.4362
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/1278464224,2783189715_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/1312914292,3874260044_align.jpg",Yes,0.5675,-0.5675
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10620/2087704877,2249232326_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10620/3183458616,3271916701_align.jpg",Yes,1.3797,-1.3797
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/817007626,3190628834_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/1653212995,1641382065_align.jpg",Yes,1.2875,-1.2875
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/274907573,90529280_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/3791419370,3458241816_align.jpg",Yes,1.3236,-1.3236
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/1161022269,3588567657_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/3209432387,3161794974_align.jpg",Yes,1.4006,-1.4006
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1071346682,3153594564_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1658679489,2244059773_align.jpg",Yes,1.0743,-1.0743
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1047749439,2214915748_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2730103533,1028907901_align.jpg",Yes,1.4723,-1.4723
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/943916748,3210643739_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/2808736467,3910247683_align.jpg",Yes,1.5003,-1.5003
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/998043718,4202120231_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/2490937144,2982213027_align.jpg",Yes,1.0722,-1.0722
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/4167638802,3668125047_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/193205647,3437219126_align.jpg",Yes,1.3343,-1.3343
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/139904112,3028613618_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2820/1569805927,1594142140_align.jpg",Yes,1.517,-1.517
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/1004477863,2644197619_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3866/773062281,2071440294_align.jpg",Yes,1.5509,-1.5509
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4157198093,706471759_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/215426135,1732832878_align.jpg",Yes,1.4684,-1.4684
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3826217624,4262486739_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3244425010,3830645454_align.jpg",Yes,0.8162,-0.8162
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2230075559,3965935508_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1397843792,1949069849_align.jpg",Yes,0.9522,-0.9522
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10175/4291821619,71814949_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10175/265032616,1024189716_align.jpg",Yes,0.7687,-0.7687
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1214459143,4050253567_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2158924895,1434290173_align.jpg",Yes,0.605,-0.605
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/931984224,2931084727_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1760696073,1966027850_align.jpg",Yes,1.368,-1.368
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2051026602,3142398746_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1893934120,3894629631_align.jpg",Yes,0.5633,-0.5633
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1047749439,2214915748_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3653981316,212870790_align.jpg",Yes,0.7357,-0.7357
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/519142576,729841065_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1278128748,2578167883_align.jpg",Yes,1.2754,-1.2754
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/0db52fad7062d5444a36d678.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1242744075,25519986_align.jpg",Yes,0.8825,-0.8825
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/3752632352,1690842704_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/1711235937,4009737945_align.jpg",Yes,1.5215,-1.5215
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/8cb1cb1349540923896c1b9f9258d109b2de49cd.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/eac4b74543a982267dc453c68a82b9014b90ebce.jpg_align.jpg,Yes,0.5145,-0.5145
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/724354066,1967215228_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/3288540673,827811218_align.jpg",Yes,0.906,-0.906
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1402905966,2455219422_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1338105641,3992657111_align.jpg",Yes,1.4176,-1.4176
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/289530374,2469946481_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/1493899266,3673547214_align.jpg",Yes,0.6822,-0.6822
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3767240436,2427096203_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1913715974,3367869404_align.jpg",Yes,0.7747,-0.7747
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2191980011,464644730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2331613364,2386608069_align.jpg",Yes,0.7959,-0.7959
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/573242893,3340932954_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/1201248373,474755357_align.jpg",Yes,1.4934,-1.4934
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3036/633169098,2554972807_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3036/2543677895,933086453_align.jpg",Yes,1.4163,-1.4163
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13397/3566759107,2038685345_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13397/4230046695,900638365_align.jpg",Yes,1.3625,-1.3625
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/1528807304,1367558207_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2008473347,646730553_align.jpg",Yes,1.1625,-1.1625
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/3526661093,726460585_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/1900614006,2594896016_align.jpg",Yes,1.229,-1.229
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/519142576,729841065_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1013737124,3706775295_align.jpg",Yes,1.5054,-1.5054
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3308250194,3736521374_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3092952752,947931118_align.jpg",Yes,1.3164,-1.3164
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2264736875,51430425_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2387086313,1888045202_align.jpg",Yes,0.7392,-0.7392
