file_x,file_y,decision,distance_l2
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmed_Lopez/Ahmed_Lopez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,No,1.3122
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amelia_Vega/Amelia_Vega_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Annus/Adrian_Annus_0001.jpg,No,1.5066
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Penelas/Alex_Penelas_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah/Abdullah_0004.jpg,No,1.4475
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrei_Konchalovsky/Andrei_Konchalovsky_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Sandler/Adam_Sandler_0001.jpg,No,1.2685
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astrid_Betancourt/Astrid_Betancourt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alecos_Markides/Alecos_Markides_0001.jpg,No,1.4309
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Bryant/Andy_Bryant_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Stonecipher/Alan_Stonecipher_0001.jpg,No,0.9848
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adelina_Avila/Adelina_Avila_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Cabrera/Alex_Cabrera_0001.jpg,No,1.4101
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_McLellan/Anne_McLellan_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,No,1.3243
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrea_Kiser/Andrea_Kiser_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexis_Bledel/Alexis_Bledel_0001.jpg,No,1.356
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Palmer/Arnold_Palmer_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,No,1.4065
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allyson_Felix/Allyson_Felix_0005.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Jarecki/Andrew_Jarecki_0001.jpg,No,1.3845
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Fastow/Andrew_Fastow_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alek_Wek/Alek_Wek_0001.jpg,No,1.3446
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Rackauckas/Anthony_Rackauckas_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ascencion_Barajas/Ascencion_Barajas_0001.jpg,No,1.3706
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pisciotti/Anthony_Pisciotti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Ebbeson/Anders_Ebbeson_0003.jpg,No,1.3805
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Cavers/Anne_Cavers_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Morgan/Ann_Morgan_0001.jpg,No,1.459
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anderson_Varejao/Anderson_Varejao_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_Moreno/Alfredo_Moreno_0001.jpg,No,1.4615
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Morgan/Ann_Morgan_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,No,1.4569
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atsushi_Sato/Atsushi_Sato_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Ebbeson/Anders_Ebbeson_0003.jpg,No,1.3343
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Mazur/Anthony_Mazur_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0016.jpg,No,1.4381
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Sabey/Andrew_Sabey_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,No,1.3137
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Mair/Adam_Mair_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Lopez/Alejandro_Lopez_0001.jpg,No,1.3905
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anette_Hosoi/Anette_Hosoi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Gonzales/Alberto_Gonzales_0001.jpg,No,1.2078
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Sebastiao/Ana_Sebastiao_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/AJ_Cook/AJ_Cook_0001.jpg,No,1.2613
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Abbas/Ali_Abbas_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Ferguson/Alex_Ferguson_0001.jpg,No,1.4492
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Krueger/Anne_Krueger_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annie_Chaplin/Annie_Chaplin_0001.jpg,No,1.3628
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Herbert/Adam_Herbert_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,No,1.2552
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Bin_Hussein/Ali_Bin_Hussein_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Wallau/Alex_Wallau_0001.jpg,No,1.2194
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Scott_Miller/Anthony_Scott_Miller_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Lopez/Alejandro_Lopez_0001.jpg,No,1.0652
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ain_Seppik/Ain_Seppik_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akbar_Al_Baker/Akbar_Al_Baker_0001.jpg,No,1.2708
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Isabel_Sanchez/Ana_Isabel_Sanchez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,No,1.3527
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aretha_Franklin/Aretha_Franklin_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Mascia-Frye/Angela_Mascia-Frye_0001.jpg,No,1.2137
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_Moreno/Alfredo_Moreno_0001.jpg,No,0.7651
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Bernard/Andrew_Bernard_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Mascia-Frye/Angela_Mascia-Frye_0001.jpg,No,1.1909
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arlen_Specter/Arlen_Specter_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Warhol/Andy_Warhol_0001.jpg,No,1.2679
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annika_Sorenstam/Annika_Sorenstam_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,No,1.4651
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alessandra_Cerna/Alessandra_Cerna_0001.jpg,No,1.3061
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akiko_Morigami/Akiko_Morigami_0001.jpg,No,1.3118
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adriana_Lima/Adriana_Lima_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_King/Alex_King_0001.jpg,No,1.4416
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amporn_Falise/Amporn_Falise_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Dershowitz/Alan_Dershowitz_0001.jpg,No,1.3501
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Avril_Lavigne/Avril_Lavigne_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Palmer/Arnold_Palmer_0003.jpg,No,1.4419
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Tang_Kwong-wing/Alan_Tang_Kwong-wing_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Cabrera/Alex_Cabrera_0001.jpg,No,1.2346
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashley_Judd/Ashley_Judd_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Merkel/Angela_Merkel_0005.jpg,No,0.6027
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnaud_Clement/Arnaud_Clement_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,No,0.8667
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amanda_Bynes/Amanda_Bynes_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,No,1.261
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antje_Buschschulte/Antje_Buschschulte_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Isabel_Sanchez/Ana_Isabel_Sanchez_0001.jpg,No,1.2154
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antony_Leung/Antony_Leung_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Hollowell/Alicia_Hollowell_0001.jpg,No,1.3883
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alain_Ducasse/Alain_Ducasse_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Mulally/Alan_Mulally_0002.jpg,No,1.4774
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Catania/Antonio_Catania_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adriana_Lima/Adriana_Lima_0001.jpg,No,1.2852
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abel_Aguilar/Abel_Aguilar_0001.jpg,No,1.3049
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Garotinho/Anthony_Garotinho_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adam_Mair/Adam_Mair_0001.jpg,No,0.7213
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arthur_Martinez/Arthur_Martinez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anastasia_Kelesidou/Anastasia_Kelesidou_0001.jpg,No,1.3181
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Krueger/Anne_Krueger_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Silverstone/Alicia_Silverstone_0002.jpg,No,1.4188
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Bin_Hussein/Ali_Bin_Hussein_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aleksander_Kwasniewski/Aleksander_Kwasniewski_0003.jpg,No,0.7217
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Cabrera/Alex_Cabrera_0001.jpg,No,1.2433
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pisciotti/Anthony_Pisciotti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0002.jpg,No,1.3906
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Principi/Anthony_Principi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angie_Arzola/Angie_Arzola_0001.jpg,No,1.4563
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augustin_Calleri/Augustin_Calleri_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrianna_Zuzic/Adrianna_Zuzic_0001.jpg,No,1.2166
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akiko_Morigami/Akiko_Morigami_0001.jpg,No,1.4168
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Acosta/Alberto_Acosta_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aaron_Tippin/Aaron_Tippin_0001.jpg,No,1.3409
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Akiko_Morigami/Akiko_Morigami_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alain_Cervantes/Alain_Cervantes_0001.jpg,No,1.0037
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allan_Kemakeza/Allan_Kemakeza_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anders_Ebbeson/Anders_Ebbeson_0003.jpg,No,1.2326
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Montanes/Albert_Montanes_0001.jpg,No,1.4965
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Palocci/Antonio_Palocci_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Greer/Alan_Greer_0001.jpg,No,1.2977
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_Cavers/Anne_Cavers_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Afton_Smith/Afton_Smith_0001.jpg,No,1.426
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Antonio_Trillanes/Antonio_Trillanes_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Annette_Lu/Annette_Lu_0001.jpg,No,1.1896
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angel_Maza/Angel_Maza_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Gonzalez/Alex_Gonzalez_0001.jpg,No,1.3786
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Adbul_Karim_Madani/Ali_Adbul_Karim_Madani_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,No,1.485
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angela_Merkel/Angela_Merkel_0005.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alberta_Lee/Alberta_Lee_0001.jpg,No,1.3294
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Paula_Gerard/Ana_Paula_Gerard_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Agnes_Bruckner/Agnes_Bruckner_0001.jpg,No,1.3895
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Astou_Ndiaye-Diatta/Astou_Ndiaye-Diatta_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alistair_MacDonald/Alistair_MacDonald_0001.jpg,No,1.3071
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arye_Mekel/Arye_Mekel_0002.jpg,No,1.5153
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Bunner/Andrew_Bunner_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Madikians/Andy_Madikians_0001.jpg,No,1.3389
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ali_Naimi/Ali_Naimi_0006.jpg,No,1.2048
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Pujols/Albert_Pujols_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alex_Sink/Alex_Sink_0001.jpg,No,1.4429
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amanda_Plumer/Amanda_Plumer_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_Moreno/Alfredo_Moreno_0001.jpg,No,1.357
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Benes/Andy_Benes_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Hollowell/Alicia_Hollowell_0001.jpg,No,1.4231
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arlen_Specter/Arlen_Specter_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alain_Ducasse/Alain_Ducasse_0001.jpg,No,1.3865
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alistair_MacDonald/Alistair_MacDonald_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0011.jpg,No,1.3334
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexander_Downer/Alexander_Downer_0004.jpg,No,1.6299
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Griffith/Andy_Griffith_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alain_Ducasse/Alain_Ducasse_0001.jpg,No,1.28
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anthony_Pisciotti/Anthony_Pisciotti_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Rooney/Andy_Rooney_0001.jpg,No,1.5003
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adrian_Fernandez/Adrian_Fernandez_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aleksander_Voloshin/Aleksander_Voloshin_0001.jpg,No,1.4124
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Weissmann/Andrew_Weissmann_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Dershowitz/Alan_Dershowitz_0001.jpg,No,1.2834
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alison_Krauss/Alison_Krauss_0001.jpg,No,1.3449
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Allan_Kemakeza/Allan_Kemakeza_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Adoor_Gopalakarishnan/Adoor_Gopalakarishnan_0001.jpg,No,1.2769
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ashanti/Ashanti_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Albert_Costa/Albert_Costa_0006.jpg,No,1.376
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Assad_Ahmadi/Assad_Ahmadi_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amanda_Bynes/Amanda_Bynes_0004.jpg,No,1.4193
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alicia_Witt/Alicia_Witt_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg,No,1.118
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ahmed_Chalabi/Ahmed_Chalabi_0005.jpg,No,1.2145
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Avril_Lavigne/Avril_Lavigne_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Trammell/Alan_Trammell_0001.jpg,No,1.2588
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0016.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,No,1.5448
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anton_Balasingham/Anton_Balasingham_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Niccol/Andrew_Niccol_0001.jpg,No,1.3619
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Anne_ONeil/Anne_ONeil_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,No,1.5289
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aldo_Paredes/Aldo_Paredes_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alessandra_Cerna/Alessandra_Cerna_0001.jpg,No,1.2436
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrew_Caldecott/Andrew_Caldecott_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Dershowitz/Alan_Dershowitz_0001.jpg,No,1.3548
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alfredo_di_Stefano/Alfredo_di_Stefano_0001.jpg,No,1.2834
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Scott/Arnold_Scott_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Bryant/Andy_Bryant_0001.jpg,No,1.3026
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andrei_Nikolishin/Andrei_Nikolishin_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alanis_Morissette/Alanis_Morissette_0001.jpg,No,1.2341
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alan_Tang_Kwong-wing/Alan_Tang_Kwong-wing_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Aleksander_Voloshin/Aleksander_Voloshin_0001.jpg,No,1.2748
